k,alphaC,alpha,iterations,stepsize,time
30,0.013747283913276086,0.15,11,1,1.20098839
30,0.013312654104083778,0.15,11,2,1.113925911
30,0.013656637948224935,0.15,11,3,1.159586653
30,0.013408966362476349,0.15,11,4,0.763842894
30,0.013831257820129395,0.15,11,5,0.716412448
30,0.013790767951116247,0.15,11,6,0.86299644
30,0.013685649453075812,0.15,11,7,0.487977737
30,0.013336501878988428,0.15,11,8,0.874447231
30,0.014692377637634766,0.15,11,9,0.718413505
30,0.01409912109375,0.15,11,10,0.457155159
30,0.014563335276733713,0.15,12,1,1.272419493
30,0.014527697931043804,0.15,12,2,1.114418963
30,0.013795863712168926,0.15,12,3,1.190708488
30,0.013413566350936892,0.15,12,4,0.744345513
30,0.013217926025390625,0.15,12,5,0.678687427
30,0.014062746122419712,0.15,12,6,0.768473567
30,0.013685649453075812,0.15,12,7,0.48024753
30,0.013352002696641914,0.15,12,8,0.769796186
30,0.013087546064813653,0.15,12,9,0.533662216
30,0.0128173828125,0.15,12,10,0.431774192
30,0.013198394873217957,0.15,13,1,1.090734387
30,0.013842790210105704,0.15,13,2,1.530242994
30,0.013801312839728137,0.15,13,3,1.30159075
30,0.014849889278411866,0.15,13,4,0.690909795
30,0.013788700103759766,0.15,13,5,0.713903016
30,0.013746674489635766,0.15,13,6,0.766833662
30,0.013177175952822962,0.15,13,7,0.707003277
30,0.013187981326466588,0.15,13,8,0.588314792
30,0.013355018032904474,0.15,13,9,0.774382692
30,0.01409912109375,0.15,13,10,0.506707445
30,0.01376681064809811,0.15,14,1,1.323284785
30,0.013135460212652106,0.15,14,2,1.227945865
30,0.013439468270524647,0.15,14,3,1.042568419
30,0.013912618160247803,0.15,14,4,0.748244869
30,0.013406150043010712,0.15,14,5,0.795064482
30,0.013114858130119684,0.15,14,6,0.632667637
30,0.013685649453075812,0.15,14,7,0.540630159
30,0.013441513704807234,0.15,14,8,0.552143144
30,0.013876134435543946,0.15,14,9,0.779534661
30,0.015380859375,0.15,14,10,0.406736048
30,0.014310561114024505,0.15,15,1,1.576193679
30,0.014224889774094862,0.15,15,2,1.41341495
30,0.013869576173898938,0.15,15,3,1.014764852
30,0.01364512061700225,0.15,15,4,0.909315488
30,0.013703584671020508,0.15,15,5,0.744979482
30,0.013858955404238212,0.15,15,6,0.741762468
30,0.013913158109098867,0.15,15,7,0.665079943
30,0.01386156100808246,0.15,15,8,0.819858953
30,0.013644729356784475,0.15,15,9,0.87705942
30,0.01409912109375,0.15,15,10,0.455115944
30,0.014213025007086044,0.15,16,1,2.165409246
30,0.013665200094692409,0.15,16,2,1.274063004
30,0.013667145582110324,0.15,16,3,1.088120095
30,0.013546496629714966,0.15,16,4,0.895104383
30,0.013788700103759769,0.15,16,5,0.747865389
30,0.013700879685919438,0.15,16,6,0.736929285
30,0.013560049239470559,0.15,16,7,0.746719739
30,0.013441513704807234,0.15,16,8,0.495672791
30,0.012918690238434453,0.15,16,9,0.685748512
30,0.01409912109375,0.15,16,10,0.467628556
30,0.013964349587358975,0.15,17,1,1.782432587
30,0.013357227722735844,0.15,17,2,1.403991657
30,0.014062645511139216,0.15,17,3,1.118647622
30,0.01353546604514122,0.15,17,4,0.794156194
30,0.013518333435058594,0.15,17,5,0.693593194
30,0.01304372273340067,0.15,17,6,0.523485672
30,0.013913158109098867,0.15,17,7,0.639220345
30,0.013259206399613489,0.15,17,8,0.67714397
30,0.013779936254330083,0.15,17,9,0.509452738
30,0.013458251953125,0.15,17,10,0.5373837
30,0.013551232530807058,0.15,18,1,2.038706621
30,0.013489129247318488,0.15,18,2,1.261915149
30,0.013558475179068177,0.15,18,3,1.066469927
30,0.013484537601470947,0.15,18,4,0.742284064
30,0.013668537139892578,0.15,18,5,0.58231643
30,0.013634757694993945,0.15,18,6,0.663057254
30,0.014028108955848056,0.15,18,7,0.466615108
30,0.013441513704807234,0.15,18,8,0.471859919
30,0.014145754537068119,0.15,18,9,0.440523255
30,0.013458251953125,0.15,18,10,0.538008654
30,0.013386870525330673,0.15,19,1,2.609242957
30,0.013796596249449067,0.15,19,2,1.258236631
30,0.013782390703614054,0.15,19,3,1.215251475
30,0.013531851768493655,0.15,19,4,0.734259407
30,0.013788700103759769,0.15,19,5,0.723594618
30,0.012938046578480722,0.15,19,6,0.555914203
30,0.014391752203446129,0.15,19,7,0.626393454
30,0.013259206399613489,0.15,19,8,0.624594907
30,0.013779936254330083,0.15,19,9,0.460664519
30,0.014501953125000001,0.15,19,10,0.414205157
30,0.0142294531581997,0.15,20,1,2.340112588
30,0.013541693575120917,0.15,20,2,1.551816244
30,0.01269283114438439,0.15,20,3,1.110224857
30,0.013326823711395264,0.15,20,4,0.76673451
30,0.01387882232666016,0.15,20,5,0.643394321
30,0.013784465169142748,0.15,20,6,0.900466372
30,0.013241282124381634,0.15,20,7,0.661493966
30,0.013259206399613489,0.15,20,8,0.608024296
30,0.013261644878501361,0.15,20,9,0.644158688
30,0.014007568359375002,0.15,20,10,0.497052197
35,0.0037319543144074064,0.05,3,1,0.337738362
35,0.0032269574979233943,0.05,3,2,0.410980632
35,0.0030027623030125052,0.05,3,3,0.368965958
35,0.002879605792472303,0.05,3,4,0.426913067
35,0.003336200856113315,0.05,3,5,0.64993471
35,0.003532407274621587,0.05,3,6,0.515681251
35,0.0031548599105503125,0.05,3,7,0.744705463
35,0.003335807018574265,0.05,3,8,0.608705136
35,0.0033364176987907453,0.05,3,9,0.661255402
35,0.003296102363917539,0.05,3,10,0.698172188
35,0.00352938454499311,0.05,4,1,0.370050915
35,0.002982420057691355,0.05,4,2,0.400476288
35,0.0033295011198011346,0.05,4,3,0.640304702
35,0.0035740224472264664,0.05,4,4,0.5665835
35,0.003375206225561116,0.05,4,5,0.606200811
35,0.0031533365864695167,0.05,4,6,0.614914119
35,0.0032059292118970404,0.05,4,7,0.734399422
35,0.0029440592441659337,0.05,4,8,0.810107257
35,0.0033364176987907453,0.05,4,9,0.649855089
35,0.0032380868694338576,0.05,4,10,0.698491877
35,0.0031964889111947927,0.05,5,1,0.438878844
35,0.003371798179716497,0.05,5,2,0.643848013
35,0.0035671456948767576,0.05,5,3,0.600747482
35,0.003417585316019143,0.05,5,4,0.636022561
35,0.0034332275390625,0.05,5,5,0.427013119
35,0.0028208425611586357,0.05,5,6,0.863743983
35,0.002952201799732586,0.05,5,7,0.809523767
35,0.003271176937962148,0.05,5,8,0.883486838
35,0.003503238583730284,0.05,5,9,0.703945506
35,0.003453059619342183,0.05,5,10,0.655815893
35,0.0030709472187020505,0.05,6,1,0.488952125
35,0.003109147689220335,0.05,6,2,0.798273983
35,0.0032817604910012903,0.05,6,3,0.644878288
35,0.0028985847659949576,0.05,6,4,0.705412046
35,0.0034332275390625,0.05,6,5,0.532117256
35,0.0036946782177464865,0.05,6,6,0.692578845
35,0.003154159053720942,0.05,6,7,0.7097684
35,0.002803865946824698,0.05,6,8,0.772222392
35,0.0033364176987907453,0.05,6,9,0.629748378
35,0.0031391451084928947,0.05,6,10,0.647527434
35,0.0029865265992717136,0.05,7,1,0.508428774
35,0.002949511898539984,0.05,7,2,0.826616875
35,0.0030318817121076603,0.05,7,3,0.887751552
35,0.0035343639553338958,0.05,7,4,0.795616124
35,0.0033119916915893555,0.05,7,5,0.821092938
35,0.0031902557003232407,0.05,7,6,0.869511592
35,0.0030857146208289133,0.05,7,7,0.745077431
35,0.0028391679474727496,0.05,7,8,0.839377365
35,0.0033364176987907453,0.05,7,9,0.648826317
35,0.0032380868694338576,0.05,7,10,0.713466449
35,0.003237790552890904,0.05,8,1,0.836087641
35,0.0032467780381773446,0.05,8,2,0.848204247
35,0.003282267436269749,0.05,8,3,1.092192515
35,0.0035846704125413248,0.05,8,4,0.930197083
35,0.003147125244140625,0.05,8,5,0.643440291
35,0.0032328434405281756,0.05,8,6,0.9168525
35,0.0029943737523900347,0.05,8,7,0.677643633
35,0.002803865946824698,0.05,8,8,0.798122853
35,0.0033364176987907453,0.05,8,9,0.66382072
35,0.0032380868694338576,0.05,8,10,0.715105452
35,0.0033768694217746415,0.05,9,1,0.849592668
35,0.0032140726620404608,0.05,9,2,0.836583097
35,0.003072165049014801,0.05,9,3,1.225419606
35,0.003673780677681782,0.05,9,4,0.861864912
35,0.0030040740966796875,0.05,9,5,0.69315182
35,0.0027811926391929595,0.05,9,6,0.919471
35,0.0029465516694628614,0.05,9,7,0.775020867
35,0.0028810901425073195,0.05,9,8,0.677719348
35,0.00322994890457083,0.05,9,9,0.594164426
35,0.0032380868694338576,0.05,9,10,0.735595849
35,0.003254021147866092,0.05,10,1,1.001333137
35,0.0030342217736082835,0.05,10,2,1.020679687
35,0.003094623725759679,0.05,10,3,1.124166752
35,0.0035343639553338958,0.05,10,4,0.833742258
35,0.003254413604736328,0.05,10,5,0.870986845
35,0.0028200373525243514,0.05,10,6,1.008192313
35,0.0029465516694628614,0.05,10,7,0.812596861
35,0.002995185099028823,0.05,10,8,0.802661586
35,0.0033364176987907453,0.05,10,9,0.67396181
35,0.003453059619342183,0.05,10,10,0.733559339
35,0.00351705951810431,0.05,11,1,1.060071052
35,0.003876990464581844,0.05,11,2,1.075779346
35,0.003102099995077592,0.05,11,3,1.253951786
35,0.003164570452434309,0.05,11,4,1.020718745
35,0.0035688400268554686,0.05,11,5,0.677897821
35,0.0032294026958918525,0.05,11,6,1.104995971
35,0.0030857146208289133,0.05,11,7,0.784458882
35,0.002938148098981789,0.05,11,8,0.881247817
35,0.0033364176987907453,0.05,11,9,0.696031418
35,0.0031848914257708466,0.05,11,10,0.695199748
35,0.003592033392938185,0.05,12,1,0.944479098
35,0.003516661799028973,0.05,12,2,1.203779954
35,0.0027447178164868545,0.05,12,3,1.110576695
35,0.0036082074026344735,0.05,12,4,0.961934258
35,0.002780914306640625,0.05,12,5,0.704173856
35,0.0028160073901965124,0.05,12,6,0.910097283
35,0.003293811127629039,0.05,12,7,0.692855267
35,0.002803865946824698,0.05,12,8,0.791193669
35,0.0033364176987907453,0.05,12,9,0.66829245
35,0.0032380868694338576,0.05,12,10,0.741922613
35,0.003504552279786162,0.05,13,1,0.969028694
35,0.003410263321476333,0.05,13,2,1.166729462
35,0.003039860791687288,0.05,13,3,1.371305933
35,0.003092568460917159,0.05,13,4,1.053455548
35,0.003122735023498535,0.05,13,5,0.86099208
35,0.0036946782177464865,0.05,13,6,0.702944077
35,0.0029258476949151667,0.05,13,7,0.560939079
35,0.0029790270077948997,0.05,13,8,0.852132748
35,0.0033364176987907453,0.05,13,9,0.664414126
35,0.0032380868694338576,0.05,13,10,0.696962841
35,0.003484873428365763,0.05,14,1,1.039011886
35,0.0030430541323768646,0.05,14,2,1.893994787
35,0.0035474299383890097,0.05,14,3,0.99344008
35,0.0035343639553338958,0.05,14,4,0.804671055
35,0.0033044815063476562,0.05,14,5,0.772077872
35,0.0032328434405281756,0.05,14,6,0.886030223
35,0.0029943737523900347,0.05,14,7,0.669748775
35,0.0029790270077948997,0.05,14,8,0.81543139
35,0.00322994890457083,0.05,14,9,0.588122498
35,0.003296102363917539,0.05,14,10,0.666993867
35,0.0032832138397299133,0.05,15,1,1.270676832
35,0.0030586601296671333,0.05,15,2,1.591146016
35,0.0035533170988526664,0.05,15,3,1.231178201
35,0.0032145580929715594,0.05,15,4,1.004790818
35,0.0030040740966796875,0.05,15,5,0.702004842
35,0.003299572356144565,0.05,15,6,0.920234767
35,0.0030857146208289133,0.05,15,7,0.724356883
35,0.0029152866001293655,0.05,15,8,0.786713526
35,0.0033364176987907453,0.05,15,9,0.637156493
35,0.0031391451084928947,0.05,15,10,0.680098081
35,0.0030412608448381288,0.05,16,1,1.112713259
35,0.003493655115556463,0.05,16,2,1.176501889
35,0.003147105221480372,0.05,16,3,1.116416714
35,0.0031901966934248355,0.05,16,4,1.089927956
35,0.0033044815063476562,0.05,16,5,0.754899433
35,0.0027710086633098647,0.05,16,6,0.789376494
35,0.0029373367249800105,0.05,16,7,0.73439822
35,0.0034011677001509265,0.05,16,8,0.921702809
35,0.0033364176987907453,0.05,16,9,0.63961004
35,0.003296102363917539,0.05,16,10,0.698510205
35,0.003116328544140645,0.05,17,1,1.434211214
35,0.003405448006172594,0.05,17,2,1.430752031
35,0.003531055632762684,0.05,17,3,0.938458502
35,0.003186468606755653,0.05,17,4,1.219401714
35,0.0034332275390625,0.05,17,5,0.59223548
35,0.0032328434405281756,0.05,17,6,0.874269059
35,0.003144092440009537,0.05,17,7,0.805891819
35,0.0029440592441659337,0.05,17,8,0.81272095
35,0.0033364176987907453,0.05,17,9,0.629052815
35,0.0031391451084928947,0.05,17,10,0.68264327
35,0.0030657010191455433,0.05,18,1,1.277615029
35,0.003363437154534953,0.05,18,2,1.236354508
35,0.003536712829439633,0.05,18,3,0.830877082
35,0.0035343639553338958,0.05,18,4,0.797757495
35,0.0031723022460937505,0.05,18,5,0.704066291
35,0.00318241135488277,0.05,18,6,1.144066748
35,0.0029658144263936034,0.05,18,7,0.778520612
35,0.0037384879290995976,0.05,18,8,0.690869234
35,0.0033364176987907453,0.05,18,9,0.630484502
35,0.0032380868694338576,0.05,18,10,0.710323649
35,0.0038829732142557413,0.05,19,1,1.535238123
35,0.0033995933172981207,0.05,19,2,1.331795885
35,0.0035647550230149014,0.05,19,3,1.162426891
35,0.0032145417761968694,0.05,19,4,1.022353543
35,0.003154277801513672,0.05,19,5,0.713358283
35,0.0032328434405281756,0.05,19,6,0.870571611
35,0.0029943737523900347,0.05,19,7,0.687020355
35,0.003084252541507168,0.05,19,8,0.802316358
35,0.002826205291499475,0.05,19,9,0.698953081
35,0.0032380868694338576,0.05,19,10,0.766944531
35,0.0028521720357420456,0.05,20,1,1.8241456
35,0.003545881589214371,0.05,20,2,1.198524626
35,0.003500066225105928,0.05,20,3,1.093640726
35,0.003092568460917159,0.05,20,4,0.976643525
35,0.0028914213180541992,0.05,20,5,0.771948374
35,0.0028622272651677187,0.05,20,6,0.869027853
35,0.0029943737523900347,0.05,20,7,0.685933595
35,0.002803865946824698,0.05,20,8,0.783976946
35,0.0033364176987907453,0.05,20,9,0.661206126
35,0.0031391451084928947,0.05,20,10,0.660604607
35,0.006617127026529576,0.1,3,1,0.440582145
35,0.0075357922539225075,0.1,3,2,0.648542684
35,0.007272309130160416,0.1,3,3,0.669822386
35,0.007428977319977647,0.1,3,4,0.790968325
35,0.00724964081628319,0.1,3,5,0.591858105
35,0.007250843435996785,0.1,3,6,0.601220704
35,0.0068386973488144785,0.1,3,7,0.720968607
35,0.007774472805780039,0.1,3,8,0.764202543
35,0.007315999106985689,0.1,3,9,0.8598275
35,0.007202420127225654,0.1,3,10,0.83485666
35,0.007234689723194881,0.1,4,1,0.785966285
35,0.0074561063024723125,0.1,4,2,0.721687605
35,0.006999930340614302,0.1,4,3,0.884141839
35,0.007108221761235417,0.1,4,4,0.657371069
35,0.007773244527241473,0.1,4,5,0.859123525
35,0.00740905422664649,0.1,4,6,0.869669634
35,0.007780258999178323,0.1,4,7,0.627850078
35,0.007147578311240176,0.1,4,8,1.137636927
35,0.007430896680748015,0.1,4,9,0.746848937
35,0.007202420127225654,0.1,4,10,0.904595279
35,0.007684926022051366,0.1,5,1,0.80862239
35,0.007774454830743038,0.1,5,2,0.827953316
35,0.007078451487926751,0.1,5,3,1.011236262
35,0.007550032023758179,0.1,5,4,0.899594441
35,0.00762176513671875,0.1,5,5,0.519524422
35,0.0074422345271477255,0.1,5,6,0.949164754
35,0.007205311882161301,0.1,5,7,1.003925496
35,0.007585206208223094,0.1,5,8,0.759528003
35,0.007746494609273992,0.1,5,9,0.8171401
35,0.007348243602361843,0.1,5,10,0.836876045
35,0.007380213996314752,0.1,6,1,0.78632954
35,0.007181449525026721,0.1,6,2,0.82599162
35,0.00768985994105007,0.1,6,3,1.082092589
35,0.007125155879462568,0.1,6,4,1.332258592
35,0.007228553295135498,0.1,6,5,0.899890693
35,0.006977094869200992,0.1,6,6,1.409740337
35,0.007831429520288516,0.1,6,7,0.771489573
35,0.00762333802090811,0.1,6,8,0.791905456
35,0.0072763745067078184,0.1,6,9,0.995486206
35,0.007317317686271345,0.1,6,10,0.998817093
35,0.007949759889226707,0.1,7,1,0.774248387
35,0.008212556851747235,0.1,7,2,0.961794244
35,0.007551191840252381,0.1,7,3,1.289959084
35,0.0073921171511451425,0.1,7,4,1.108787462
35,0.007228553295135498,0.1,7,5,0.897961446
35,0.0073282742276179055,0.1,7,6,0.884967198
35,0.006908298349466241,0.1,7,7,1.047716482
35,0.007112664776733539,0.1,7,8,1.095071813
35,0.007537738493551425,0.1,7,9,0.903684587
35,0.007202420127225654,0.1,7,10,0.905122284
35,0.008009978437440038,0.1,8,1,0.947039308
35,0.007477375539901123,0.1,8,2,1.034206948
35,0.007159487603764225,0.1,8,3,1.527057527
35,0.007346703049737255,0.1,8,4,1.366633195
35,0.0074350833892822266,0.1,8,5,1.025866208
35,0.007542805264001074,0.1,8,6,0.90989237
35,0.00812433521586392,0.1,8,7,0.751531289
35,0.007528814511053783,0.1,8,8,0.830131043
35,0.007531314203460826,0.1,8,9,0.946938654
35,0.00729975012894492,0.1,8,10,0.924347148
35,0.007653458412252984,0.1,9,1,0.960019134
35,0.007116467538932699,0.1,9,2,1.312980847
35,0.007904468741836007,0.1,9,3,1.557704338
35,0.007166094170992134,0.1,9,4,0.932132939
35,0.007024109363555908,0.1,9,5,0.95563694
35,0.0074273049604235515,0.1,9,6,0.817108251
35,0.006881916247734827,0.1,9,7,1.160305952
35,0.007146879394601353,0.1,9,8,1.050788374
35,0.007113639962806189,0.1,9,9,0.859865058
35,0.007202420127225654,0.1,9,10,0.896207968
35,0.007326167058798185,0.1,10,1,1.05208215
35,0.006973413112245536,0.1,10,2,1.371295416
35,0.0071495835912260925,0.1,10,3,1.240002079
35,0.0072689117843154315,0.1,10,4,1.087964757
35,0.008111000061035156,0.1,10,5,0.678213603
35,0.0073282742276179055,0.1,10,6,0.806862302
35,0.007062024936815924,0.1,10,7,0.942673639
35,0.007286640591651338,0.1,10,8,1.125902503
35,0.007430896680748015,0.1,10,9,0.77012579
35,0.007202420127225654,0.1,10,10,0.84017298
35,0.007254936791430717,0.1,11,1,1.138270895
35,0.006666362356172479,0.1,11,2,1.896847345
35,0.008115177941794737,0.1,11,3,1.834997275
35,0.007271720977252177,0.1,11,4,0.92299328
35,0.0075702667236328125,0.1,11,5,0.8143906
35,0.006977094869200992,0.1,11,6,1.179708687
35,0.007454178859348714,0.1,11,7,1.121443693
35,0.006947533492389416,0.1,11,8,0.883380776
35,0.007083297341014081,0.1,11,9,0.819514026
35,0.006868717264188171,0.1,11,10,0.928522625
35,0.007005696287500156,0.1,12,1,1.147763294
35,0.0068226571194272955,0.1,12,2,1.875106137
35,0.007261174013767304,0.1,12,3,1.42172264
35,0.007216985255270848,0.1,12,4,1.084161247
35,0.007564425468444824,0.1,12,5,0.887472125
35,0.007083748214638313,0.1,12,6,1.222518675
35,0.007885397634302356,0.1,12,7,0.603709406
35,0.007482124095180039,0.1,12,8,0.981522678
35,0.007628166367245934,0.1,12,9,0.730910793
35,0.007202420127225654,0.1,12,10,0.899356777
35,0.006859500826743253,0.1,13,1,1.350499153
35,0.006809924660769959,0.1,13,2,1.645727684
35,0.007192940853177142,0.1,13,3,1.918028196
35,0.007139489863972773,0.1,13,4,1.640226882
35,0.007132172584533691,0.1,13,5,0.90212791
35,0.0073282742276179055,0.1,13,6,0.789971702
35,0.0070152565597509185,0.1,13,7,0.918374325
35,0.007153645544709042,0.1,13,8,1.110879858
35,0.007531314203460826,0.1,13,9,0.755598902
35,0.007317317686271345,0.1,13,10,0.894145018
35,0.007635283633074048,0.1,14,1,1.369628471
35,0.007085541549310132,0.1,14,2,1.877445511
35,0.007155349734085967,0.1,14,3,1.525024923
35,0.007294850317066563,0.1,14,4,1.269796787
35,0.007002496719360351,0.1,14,5,0.836501372
35,0.007424457327834939,0.1,14,6,1.237132095
35,0.006945721082881327,0.1,14,7,0.874161194
35,0.007583124429858766,0.1,14,8,0.920686958
35,0.007581522964817232,0.1,14,9,0.782675959
35,0.007470309396330887,0.1,14,10,0.832927413
35,0.007593625656422303,0.1,15,1,1.37684309
35,0.006941840987440654,0.1,15,2,1.442203722
35,0.00707498204668028,0.1,15,3,1.668045773
35,0.007018859207367851,0.1,15,4,1.579498727
35,0.0077408552169799805,0.1,15,5,0.922527568
35,0.007385254377382814,0.1,15,6,1.012026168
35,0.006971710355226509,0.1,15,7,0.984033012
35,0.007461067221740384,0.1,15,8,0.858951062
35,0.0069780580130104075,0.1,15,9,0.942838592
35,0.007202420127225654,0.1,15,10,0.979744862
35,0.007255185895248485,0.1,16,1,1.746006751
35,0.007113900705210977,0.1,16,2,1.527423787
35,0.0071237792577916945,0.1,16,3,1.614490172
35,0.008150933273072343,0.1,16,4,1.367876494
35,0.007666647434234619,0.1,16,5,0.930935912
35,0.0073282742276179055,0.1,16,6,0.831954528
35,0.0073419651752704845,0.1,16,7,1.058108154
35,0.006926365541504155,0.1,16,8,1.144421589
35,0.007581522964817232,0.1,16,9,0.793723834
35,0.0074322152453170365,0.1,16,10,0.862780712
35,0.00803527822122927,0.1,17,1,1.820873903
35,0.006861590661985261,0.1,17,2,2.206257537
35,0.007042118089411475,0.1,17,3,1.629229184
35,0.007350908057437728,0.1,17,4,1.00367942
35,0.007568836212158203,0.1,17,5,0.820526271
35,0.0074422345271477255,0.1,17,6,0.976611677
35,0.008040814842240895,0.1,17,7,0.681710946
35,0.006947533492389416,0.1,17,8,0.944741699
35,0.007531314203460826,0.1,17,9,0.940973644
35,0.007317317686271345,0.1,17,10,0.936596558
35,0.00787576604175328,0.1,18,1,1.563523325
35,0.007796154810660809,0.1,18,2,1.97200474
35,0.007130796015809324,0.1,18,3,2.106293653
35,0.007267966743350955,0.1,18,4,1.253215361
35,0.007719062268733978,0.1,18,5,1.134594179
35,0.007344183639708136,0.1,18,6,1.002183735
35,0.00787705864059835,0.1,18,7,0.89698165
35,0.007436075914112507,0.1,18,8,0.935553664
35,0.007537738493551425,0.1,18,9,0.982537028
35,0.007465641693425492,0.1,18,10,0.953671638
35,0.007527095071714388,0.1,19,1,2.396556801
35,0.0070580423004449385,0.1,19,2,1.727852121
35,0.007108700150280226,0.1,19,3,1.404165623
35,0.007347680308906849,0.1,19,4,1.015030157
35,0.007002496719360351,0.1,19,5,0.97537649
35,0.0074422345271477255,0.1,19,6,0.887408428
35,0.007990536269426387,0.1,19,7,0.633778132
35,0.0072568886377256175,0.1,19,8,0.890981185
35,0.007537738493551425,0.1,19,9,0.895729637
35,0.007397080130664184,0.1,19,10,0.923844781
35,0.007753341985190149,0.1,20,1,1.593147374
35,0.007218649915965047,0.1,20,2,1.656019904
35,0.007160540047433526,0.1,20,3,1.47393609
35,0.007335020186874144,0.1,20,4,1.519170181
35,0.007722258567810059,0.1,20,5,0.75439316
35,0.0074273049604235515,0.1,20,6,0.922055548
35,0.008040814842240895,0.1,20,7,0.707530282
35,0.007701187514035849,0.1,20,8,1.093528956
35,0.007430896680748015,0.1,20,9,0.82994656
35,0.007202420127225654,0.1,20,10,0.847450396
35,0.012854019976273482,0.15,3,1,0.592004428
35,0.01148678504172776,0.15,3,2,0.721331262
35,0.011672530961297218,0.15,3,3,0.848508612
35,0.012236499475140293,0.15,3,4,0.625714716
35,0.011832295365393571,0.15,3,5,0.842184252
35,0.013162104057080761,0.15,3,6,0.696626327
35,0.012183438009795529,0.15,3,7,0.712998934
35,0.012356313264670096,0.15,3,8,1.051405217
35,0.012343382315897888,0.15,3,9,0.967739425
35,0.01186592057233191,0.15,3,10,0.919943923
35,0.012299726034987305,0.15,4,1,0.763873841
35,0.012734917937073141,0.15,4,2,0.928150357
35,0.012238389154205566,0.15,4,3,0.97172351
35,0.012637511144827956,0.15,4,4,0.934788696
35,0.011838322136462003,0.15,4,5,0.969960117
35,0.013035804731671886,0.15,4,6,0.612336482
35,0.012107767383849338,0.15,4,7,1.234495569
35,0.011980740396115293,0.15,4,8,0.815645917
35,0.012369999514452865,0.15,4,9,0.748063092
35,0.01205224093835195,0.15,4,10,0.786831306
35,0.011965217384301379,0.15,5,1,0.936957109
35,0.011239459991360341,0.15,5,2,0.91219689
35,0.012437053478484115,0.15,5,3,0.90420979
35,0.0116748676939709,0.15,5,4,1.10593851
35,0.014383506774902346,0.15,5,5,0.624716592
35,0.013000355722337244,0.15,5,6,1.179714395
35,0.011866038209109591,0.15,5,7,1.291117654
35,0.011471415304438619,0.15,5,8,0.782627885
35,0.012369999514452865,0.15,5,9,0.746223682
35,0.0121356611621335,0.15,5,10,0.979515312
35,0.012338013619720216,0.15,6,1,1.112386659
35,0.01068860120423186,0.15,6,2,0.991458554
35,0.012298532335101402,0.15,6,3,1.174257761
35,0.0131652319368354,0.15,6,4,1.342928189
35,0.01239696890115738,0.15,6,5,1.079496923
35,0.012453328192287928,0.15,6,6,1.23126864
35,0.012006443446388593,0.15,6,7,0.889226204
35,0.012407337173513437,0.15,6,8,0.913102172
35,0.011863782335652467,0.15,6,9,0.845895221
35,0.01205224093835195,0.15,6,10,0.773213006
35,0.012334667224193747,0.15,7,1,0.944796683
35,0.011982722759427482,0.15,7,2,1.13253273
35,0.012010901697579674,0.15,7,3,1.029303158
35,0.01210037048860161,0.15,7,4,1.652921873
35,0.012208322435617449,0.15,7,5,1.445111563
35,0.01172290079274107,0.15,7,6,1.249046193
35,0.012026154102430147,0.15,7,7,1.066359658
35,0.012094814396209363,0.15,7,8,0.968322616
35,0.012369999514452865,0.15,7,9,0.759167753
35,0.01167960020631187,0.15,7,10,0.846831751
35,0.011595440808769123,0.15,8,1,1.007120876
35,0.012645992231306266,0.15,8,2,1.443684684
35,0.012209354092872608,0.15,8,3,1.457532836
35,0.010855292173754997,0.15,8,4,1.569111561
35,0.012521356344223024,0.15,8,5,1.170526963
35,0.011131651805725614,0.15,8,6,1.082500912
35,0.013293703917184558,0.15,8,7,1.072473396
35,0.012311097431379727,0.15,8,8,1.322807657
35,0.011796503533961906,0.15,8,9,0.957386512
35,0.012585130094064367,0.15,8,10,0.703650756
35,0.012482873423308486,0.15,9,1,1.18983205
35,0.012144271829042307,0.15,9,2,1.508225964
35,0.011771552985442694,0.15,9,3,1.986400929
35,0.011409731842545616,0.15,9,4,1.351560974
35,0.012448132038116455,0.15,9,5,1.022964676
35,0.01109844542200129,0.15,9,6,1.999800796
35,0.01239215632509655,0.15,9,7,1.573583892
35,0.012260315094012979,0.15,9,8,0.986736541
35,0.012369999514452865,0.15,9,9,0.726837772
35,0.012193216117511955,0.15,9,10,1.193641568
35,0.010974495823556614,0.15,10,1,1.406517315
35,0.011909766699827355,0.15,10,2,1.549421887
35,0.01223983059036152,0.15,10,3,1.545026173
35,0.011984038453904196,0.15,10,4,1.630230614
35,0.011990636587142944,0.15,10,5,1.095051381
35,0.011101455671779713,0.15,10,6,1.129458735
35,0.011918998716506334,0.15,10,7,0.87078013
35,0.01220888839630343,0.15,10,8,0.81194847
35,0.012369999514452865,0.15,10,9,0.796211333
35,0.012285125777515817,0.15,10,10,0.981059069
35,0.01246385719106374,0.15,11,1,1.222795097
35,0.011212268503692769,0.15,11,2,2.272199257
35,0.01231749669422397,0.15,11,3,1.655229097
35,0.012667576683811233,0.15,11,4,1.522735126
35,0.012103977799415591,0.15,11,5,1.212692166
35,0.012315705183494285,0.15,11,6,1.149083811
35,0.012827897709258823,0.15,11,7,0.790478577
35,0.012282506145130337,0.15,11,8,1.598059576
35,0.011196390354915965,0.15,11,9,0.697969078
35,0.01205224093835195,0.15,11,10,0.760482261
35,0.01231544609095104,0.15,12,1,1.403577024
35,0.011719015195653121,0.15,12,2,2.062587997
35,0.012502863577569828,0.15,12,3,1.710460057
35,0.011872436295454616,0.15,12,4,1.856081679
